#	Label	J.D.-2400000	rel_flux_T1	rel_flux_err_T1	AIRMASS
25	G2882-S001-R001-C025-R_out.fits	61111.541758	0.444133	0.015655	1.549289
26	G2882-S001-R001-C026-R_out.fits	61111.543293	0.435213	0.015513	1.544165
27	G2882-S001-R001-C027-R_out.fits	61111.544825	0.414019	0.014761	1.539259
28	G2882-S001-R001-C028-R_out.fits	61111.546359	0.441131	0.015402	1.534552
29	G2882-S001-R001-C029-R_out.fits	61111.547887	0.430631	0.015655	1.530065
30	G2882-S001-R001-C030-R_out.fits	61111.549459	0.402236	0.014485	1.525657
31	G2882-S001-R001-C031-R_out.fits	61111.550999	0.408275	0.014763	1.521540
32	G2882-S001-R001-C032-R_out.fits	61111.552533	0.401313	0.014315	1.517634
33	G2882-S001-R001-C033-R_out.fits	61111.554065	0.411525	0.014605	1.513926
34	G2882-S001-R001-C034-R_out.fits	61111.555600	0.432103	0.014911	1.510398
35	G2882-S001-R001-C035-R_out.fits	61111.557133	0.421515	0.014784	1.507066
36	G2882-S001-R001-C036-R_out.fits	61111.558664	0.441756	0.015578	1.503921
37	G2882-S001-R001-C037-R_out.fits	61111.560197	0.448583	0.015485	1.500956
38	G2882-S001-R001-C038-R_out.fits	61111.561734	0.457780	0.015932	1.498167
39	G2882-S001-R001-C039-R_out.fits	61111.563275	0.478502	0.016000	1.495550
40	G2882-S001-R001-C040-R_out.fits	61111.564808	0.448707	0.015173	1.493127
41	G2882-S001-R001-C041-R_out.fits	61111.566366	0.454134	0.014713	1.490845
42	G2882-S001-R001-C042-R_out.fits	61111.567891	0.446359	0.014413	1.488788
43	G2882-S001-R001-C043-R_out.fits	61111.569426	0.441061	0.013834	1.486892
44	G2882-S001-R001-C044-R_out.fits	61111.570967	0.460571	0.014283	1.485163
45	G2882-S001-R001-C045-R_out.fits	61111.572500	0.466468	0.014209	1.483615
46	G2882-S001-R001-C046-R_out.fits	61111.574033	0.428278	0.013168	1.482239
47	G2882-S001-R001-C047-R_out.fits	61111.575567	0.447891	0.013872	1.481033
48	G2882-S001-R001-C048-R_out.fits	61111.577100	0.475836	0.014597	1.479998
49	G2882-S001-R001-C049-R_out.fits	61111.578633	0.424264	0.013097	1.479131
50	G2882-S001-R001-C050-R_out.fits	61111.580169	0.461573	0.014363	1.478433
51	G2882-S001-R001-C051-R_out.fits	61111.581703	0.464918	0.014938	1.477903
52	G2882-S001-R001-C052-R_out.fits	61111.583237	0.444931	0.014691	1.477542
53	G2882-S001-R001-C053-R_out.fits	61111.587945	0.495855	0.016904	1.477491
54	G2882-S001-R001-C054-R_out.fits	61111.589469	0.456596	0.015340	1.477802
55	G2882-S001-R001-C055-R_out.fits	61111.591007	0.474986	0.016577	1.478293
56	G2882-S001-R001-C056-R_out.fits	61111.592540	0.508316	0.017276	1.478950
57	G2882-S001-R001-C057-R_out.fits	61111.594071	0.458592	0.015720	1.479776
58	G2882-S001-R001-C058-R_out.fits	61111.595605	0.476709	0.016620	1.480772
59	G2882-S001-R001-C059-R_out.fits	61111.597136	0.462338	0.015822	1.481935
60	G2882-S001-R001-C060-R_out.fits	61111.598677	0.449998	0.014830	1.483277
61	G2882-S001-R001-C061-R_out.fits	61111.600212	0.439632	0.015162	1.484787
62	G2882-S001-R001-C062-R_out.fits	61111.601745	0.462157	0.015828	1.486467
63	G2882-S001-R001-C063-R_out.fits	61111.603277	0.490115	0.016786	1.488317
64	G2882-S001-R001-C064-R_out.fits	61111.604811	0.446793	0.015235	1.490345
65	G2882-S001-R001-C065-R_out.fits	61111.606382	0.464994	0.016085	1.492605
66	G2882-S001-R001-C066-R_out.fits	61111.607944	0.472579	0.015943	1.495034
67	G2882-S001-R001-C067-R_out.fits	61111.609484	0.441117	0.015066	1.497611
68	G2882-S001-R001-C068-R_out.fits	61111.611052	0.450979	0.015693	1.500422
